name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,quoteCurrency,underlying,restricted,highLeverageFeeExempt,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h
"1INCH-PERP",true,false,0.0001,1,1,2.5801,2.5791,2.5811,2.5801,"future","","","1INCH",false,false,0.008087833085879502,0.05061487091782718,0.044278949285627554,3884611.617,3884611.617
"1INCH-0924",true,false,0.0001,1,1,2.5153,2.5461,2.5655,2.5461,"future","","","1INCH",false,false,0.007638119360455913,0.04588399605652317,0.03935175735804384,18172.6537,18172.6537
"1INCH/USD",true,false,0.0001,1,1,2.5921,2.5812,2.5853,2.5853,"spot","1INCH","USD","",false,true,0.010001172012345197,0.05346155413389837,0.04676492023645639,80984.4426,80984.4426
"AAPL-0924",true,false,0.01,0.01,0.01,139.75,140.45,140.46,140.45,"future","","","AAPL",true,false,0,0.0024982155603140615,0,0,0
"AAPL/USD",true,false,0.01,0.01,0.01,140.2,140.2,140.41,140.2,"spot","AAPL","USD","",true,true,-0.0014956199700876006,-0.0019931662870159455,-0.0019931662870159455,17184.2344,17184.2344
"AAVE-PERP",true,false,0.01,0.01,0.01,277.65,277.32,277.53,277.53,"future","","","AAVE",false,false,0.021081677704194262,0.06081339347144714,0.07042851081883751,29470448.7077,29470448.7077
"AAVE-0924",true,false,0.01,0.01,0.01,279.6,278.51,279.37,279.37,"future","","","AAVE",false,false,0.021350491719372647,0.06313265849760255,0.07367409684857802,229631.8821,229631.8821
"AAVE/USD",true,false,0.01,0.01,0.01,277.49,277.36,277.82,277.49,"spot","AAVE","USD","",false,true,0.02089695007542033,0.059081714438380215,0.07056327160493828,3612010.6185,3612010.6185
"AAVE/USDT",true,false,0.01,0.01,0.01,277.73,277,277.77,277.73,"spot","AAVE","USDT","",false,true,0.02298427198055177,0.06036194257788638,0.07264792213811216,372306.3984,372275.4150615251
"ABNB-0924",true,false,0.005,0.025,0.025,148.85,148.84,151.105,148.85,"future","","","ABNB",true,false,-0.00006717721348918447,-0.005279337075648222,-0.005279337075648222,148.85,148.85
"ABNB/USD",true,false,0.005,0.025,0.025,148.97,148.97,150.35,148.97,"spot","ABNB","USD","",true,true,0,0,-0.00003356267830172848,0,0
"ACB-0924",true,false,0.001,0.1,0.1,8.643,8.622,8.74,8.643,"future","","","ACB",true,false,0,0,0,0,0
"ACB/USD",true,false,0.001,0.1,0.1,8.697,8.641,8.7,8.697,"spot","ACB","USD","",true,true,0,0.006830284788145404,0,829.6938,829.6938
"ADA-PERP",true,false,0.000005,1,1,1.44111,1.44094,1.441085,1.441085,"future","","","ADA",false,false,0.0013097554196775986,0.01592891032012915,0.026885570650334378,63455690.869755,63455690.869755
"ADA-0924",true,false,0.000005,1,1,1.44121,1.43963,1.441815,1.44121,"future","","","ADA",false,false,0.00045468586759964043,0.017031561491099623,0.027326026909026108,2403859.72386,2403859.72386
"AKRO/USD",true,false,0.000005,1,1,0.01828,0.01812,0.01819,0.01819,"spot","AKRO","USD","",false,true,-0.004923413566739606,0.03853839566086212,0.05327156919513607,8339.830815,8339.830815
"AKRO/USDT",true,false,0.000005,1,1,0.018385,0.018025,0.01826,0.01826,"spot","AKRO","USDT","",false,true,-0.006528835690968444,0.03397508493771234,0.047018348623853214,31798.08733,31795.441093172398
"ALCX-PERP",true,false,0.1,0.001,0.001,374.1,373.4,374.7,374.1,"future","","","ALCX",false,false,0.0135464643727987,0.078719723183391,0.07191977077363897,117197.6992,117197.6992
"ALCX/USD",true,false,0.1,0.001,0.001,374,373.7,375,374,"spot","ALCX","USD","",false,true,0.011357490535424553,0.07812049582012107,0.07163323782234957,203015.332,203015.332
"ALGO-PERP",true,false,0.0001,1,1,0.9059,0.9057,0.9061,0.9059,"future","","","ALGO",false,false,-0.003629564452265728,0.04692014330290073,0.03425048521520722,5121320.7016,5121320.7016
"ALGO-0924",true,false,0.0001,1,1,0.9264,0.919,0.9203,0.9203,"future","","","ALGO",false,false,-0.00368084876042005,0.047938966066955135,0.03497525865946918,3395.4866,3395.4866
"ALPHA-PERP",true,false,0.00005,1,1,0.5117,0.5113,0.5117,0.5117,"future","","","ALPHA",false,false,0.04035783267256277,0.13862928348909656,0.12116564417177914,3525653.7776,3525653.7776
"ALPHA/USD",true,false,0.00005,1,1,0.51065,0.51015,0.51165,0.51065,"spot","ALPHA","USD","",false,true,0.03674753832098264,0.13528234771009337,0.1193555458132398,112345.1947,112345.1947
"ALT-PERP",true,false,0.05,0.001,0.001,3388.75,3387.2,3390.65,3388.75,"future","","","ALT",false,false,0.0020403033842423526,0.034748622116368186,0.03823587983884557,7601193.73,7601193.73
"ALT-0924",true,false,0.05,0.001,0.001,3393.9,3387.3,3392.4,3392.4,"future","","","ALT",false,false,0.0017570021704144457,0.03690798221081106,0.039338235294117646,418751.92875,418751.92875
"AMC-0924",true,false,0.0025,0.1,0.1,51.1,51.09,52.5875,51.1,"future","","","AMC",true,false,-0.00029345593270077276,-0.004868549172346641,-0.003995711918916285,167.2575,167.2575
"AMC/USD",true,false,0.0025,0.1,0.1,52.12,51.9125,52.42,52.12,"spot","AMC","USD","",true,true,0,0.0028380393477319735,0.0027415708720119284,6498.432,6498.432
"AMD-0924",true,false,0.01,0.01,0.01,94.19,94.03,94.43,94.19,"future","","","AMD",true,false,0,-0.007272344013490725,-0.007272344013490725,1416.1734,1416.1734
"AMD/USD",true,false,0.01,0.01,0.01,94.37,94.37,94.83,94.37,"spot","AMD","USD","",true,true,0,-0.006003791868548557,-0.0061084781463928385,94.3769,94.3769
"AMPL-PERP",true,false,0.0001,10,10,1.0436,1.0442,1.0503,1.0442,"future","","","AMPL",false,false,0.0017267843438219493,0.053683148335015134,0.053045582896329165,180237.175,180237.175
"AMPL/USD",true,false,0.0001,1,1,1.0783,1.0746,1.0822,1.0783,"spot","AMPL","USD","",false,true,0.010685162620676727,0.0648824807426427,0.07765340795522686,25766.5649,25766.5649
"AMPL/USDT",true,false,0.0001,1,1,1.0782,1.0743,1.0818,1.0782,"spot","AMPL","USDT","",false,true,0.010780913096465736,0.06362829239419947,0.07315616601970737,73215.9239,73209.83087081304
"AMZN-0924",true,false,0.1,0.001,0.001,3518.5,3490.8,3534.2,3518.5,"future","","","AMZN",true,false,0,0,0,0,0
"AMZN/USD",true,false,0.1,0.001,0.001,3521.8,3509,3521.7,3521.7,"spot","AMZN","USD","",true,true,0,0.0060275381363194885,0.0060562776746179115,140.5793,140.5793
"APHA/USD",true,false,0.001,0.1,0.1,14.565,14.377,14.485,14.485,"spot","APHA","USD","",true,true,-0.00006903216899074968,-0.0003450655624568668,-0.00006903216899074968,0,0
"AR-PERP",true,false,0.001,0.1,0.1,10.933,10.885,10.893,10.893,"future","","","AR",false,false,-0.0035675082327113064,0.03192497158014399,0.037231003618358405,254017.6048,254017.6048
"ARKK-0924",true,false,0.01,0.01,0.01,128,127.55,129.19,128,"future","","","ARKK",true,false,0,0,0,0,0
"ARKK/USD",true,false,0.01,0.01,0.01,128.7,127.99,128.7,128.7,"spot","ARKK","USD","",true,true,0,0,0,57.915,57.915
"ASD-PERP",true,false,0.00001,0.1,0.1,0.36714,0.36714,0.3673,0.36714,"future","","","ASD",false,false,-0.0004628243173341319,0.003416327311487059,0.0012544998363695865,27203.969493,27203.969493
"ASD/USD",true,false,0.00001,0.1,0.1,0.36751,0.3675,0.36751,0.36751,"spot","ASD","USD","",false,true,0.000027210884353741498,0.00412568306010929,0.0027010804321728693,7475.440981,7475.440981
"ATOM-PERP",true,false,0.0005,0.01,0.01,12.22,12.2125,12.221,12.22,"future","","","ATOM",false,false,-0.0057361376673040155,0.034103410341034104,0.03625185499258003,7777987.02706,7777987.02706
"ATOM-0924",true,false,0.0005,0.01,0.01,12.4895,12.451,12.4655,12.4655,"future","","","ATOM",false,false,-0.006059881194434478,0.03702009067842436,0.03581370227263285,444103.216665,444103.216665
"AUDIO-PERP",true,false,0.0005,0.1,0.1,0.8575,0.8565,0.859,0.8575,"future","","","AUDIO",false,false,0.00763807285546416,-0.008097165991902834,-0.013801035077630822,570764.08635,570764.08635
"AUDIO/USD",true,false,0.00005,1,1,0.8608,0.8576,0.8606,0.8606,"spot","AUDIO","USD","",false,true,0.008732344839711657,-0.00761070110701107,-0.007381776239907728,305763.791,305763.791
"AUDIO/USDT",true,false,0.00005,1,1,0.86005,0.8575,0.85965,0.85965,"spot","AUDIO","USDT","",false,true,0.0076188243567954055,-0.009220307727770414,-0.008191520046149408,282028.0992,282004.62882158457
"AVAX-PERP",true,false,0.001,0.1,0.1,12.308,12.308,12.314,12.308,"future","","","AVAX",false,false,-0.008618606524365687,0.06710594763308479,0.07119234116623151,8724706.4078,8724706.4078
"AVAX-0924",true,false,0.001,0.1,0.1,12.31,12.22,12.255,12.255,"future","","","AVAX",false,false,-0.011693548387096775,0.06918513348455767,0.07349334267694464,30136.0749,30136.0749
"AXS-PERP",true,false,0.001,0.1,0.1,8.696,8.673,8.697,8.696,"future","","","AXS",false,false,0.005317919075144509,0.21503423222020399,0.08496568933250156,40140328.6505,40140328.6505
"AXS/USD",true,false,0.001,0.1,0.1,8.766,8.677,8.847,8.766,"spot","AXS","USD","",false,true,0.005159958720330237,0.22584253950496433,0.09973654497553631,835630.0208,835630.0208
"BABA-0924",true,false,0.05,0.005,0.005,217.25,216.25,218.6,217.25,"future","","","BABA",true,false,0,0,0,0,0
"BABA/USD",true,false,0.05,0.005,0.005,218.2,217.1,218.2,218.2,"spot","BABA","USD","",true,true,0,-0.0002290950744558992,0.0009174311926605505,944.79625,944.79625
"BADGER-PERP",true,false,0.005,0.01,0.01,9.77,9.77,9.825,9.77,"future","","","BADGER",false,false,0.008255933952528379,0.06601200218221495,0.053369272237196765,618160.0132,618160.0132
"BADGER/USD",true,false,0.005,0.01,0.01,9.78,9.765,9.835,9.78,"spot","BADGER","USD","",false,true,0.009287925696594427,0.06710310965630115,0.0521785906401291,199010.9879,199010.9879
"BAL-PERP",true,false,0.0025,0.01,0.01,25.355,25.355,25.375,25.355,"future","","","BAL",false,false,0.01684379386404652,0.14301814493406964,0.1283934134401424,2474079.048825,2474079.048825
"BAL-0924",true,false,0.0025,0.01,0.01,24.7425,24.275,24.415,24.415,"future","","","BAL",false,false,0.017397645588082093,0.15260238404343207,0.1355813953488372,25506.788225,25506.788225
"BAL/USD",true,false,0.0025,0.01,0.01,25.5125,25.3375,25.455,25.455,"spot","BAL","USD","",false,true,0.019117205484936443,0.1480437478858947,0.13108198178182626,181436.758625,181436.758625
"BAL/USDT",true,false,0.0025,0.01,0.01,25.4975,25.2975,25.53,25.4975,"spot","BAL","USDT","",false,true,0.0194922031187525,0.14621263205214655,0.14133840644583706,81719.040325,81712.23966646416
"BAND-PERP",true,false,0.001,0.1,0.1,6.305,6.3,6.313,6.305,"future","","","BAND",false,false,0.017591994835377663,0.11277797387927992,0.09480812641083522,949130.6665,949130.6665
"BAND/USD",true,false,0.001,0.1,0.1,6.295,6.301,6.323,6.301,"spot","BAND","USD","",false,true,0.014980670103092784,0.10933098591549295,0.0922170220142139,19745.3871,19745.3871
"BAO-PERP",true,false,2.5e-7,1000,1000,0.00051525,0.0005155,0.00051575,0.0005155,"future","","","BAO",false,false,-0.0004847309743092584,0.05527123848515865,0.04829689883070666,186464.426,186464.426
"BAO/USD",true,false,2.5e-7,1000,1000,0.0005155,0.00051525,0.000517,0.0005155,"spot","BAO","USD","",false,true,0.00048520135856380397,0.055811571940604196,0.04936386768447837,174996.42275,174996.42275
"BAT-PERP",true,false,0.000025,1,1,0.600525,0.600025,0.6009,0.600525,"future","","","BAT",false,false,-0.0006656404709406332,0.013886543981090663,0.020953757225433526,340107.667475,340107.667475
"BAT/USD",true,false,0.000025,1,1,0.603475,0.599875,0.6008,0.6008,"spot","BAT","USD","",false,true,0.000999666777740753,0.012641159615708747,0.022855926792934668,31833.7789,31833.7789
"BB-0924",true,false,0.0025,0.1,0.1,11.89,11.9,12.09,11.9,"future","","","BB",true,false,0,-0.001258917331095258,-0.0014684287812041115,0,0
"BB/USD",true,false,0.0025,0.1,0.1,11.9425,11.94,12.0325,11.9425,"spot","BB","USD","",true,true,0,-0.004169272461955389,-0.004169272461955389,63.29525,63.29525
"BCH-PERP",true,false,0.05,0.001,0.001,535.4,535.25,535.3,535.3,"future","","","BCH",false,false,-0.0025156060747228174,0.05696514957054003,0.057382716049382713,34220112.8781,34220112.8781
"BCH-0924",true,false,0.05,0.001,0.001,538.75,538.25,539.15,538.75,"future","","","BCH",false,false,-0.002776492364645997,0.05699431037865411,0.05980131798957411,243058.5891,243058.5891
"BCH/BTC",true,false,0.000001,0.001,0.001,0.015045,0.015076,0.015103,0.015076,"spot","BCH","BTC","",false,true,-0.0016555195020197338,0.027675528289025222,0.03373560065825562,1.354113878,48031.016349337
"BCH/USD",true,false,0.025,0.001,0.001,534.975,535.05,535.3,535.05,"spot","BCH","USD","",false,true,-0.003306477902482187,0.05647151742521473,0.05793376173999011,1195669.0832,1195669.0832
"BCH/USDT",true,false,0.025,0.001,0.001,535,534.725,535.325,535,"spot","BCH","USDT","",false,true,-0.0032603632976245926,0.05637279099614967,0.05804410165133986,239474.2613,239454.3322519746
"BILI-0924",true,false,0.005,0.05,0.05,119.92,119.035,120.52,119.92,"future","","","BILI",true,false,0,0,0,0,0
"BILI/USD",true,false,0.005,0.05,0.05,117.785,118.37,119.12,118.37,"spot","BILI","USD","",true,true,0.00008448800270361608,0,0.00008448800270361608,0,0
"BITW-0924",true,false,0.005,0.01,0.01,37.7,36.895,40.245,37.7,"future","","","BITW",true,false,0,0,0,0,0
"BITW/USD",true,false,0.005,0.01,0.01,37.965,37.815,40.92,37.965,"spot","BITW","USD","",true,true,0,0,0,0,0
"BNB-PERP",true,false,0.0025,0.1,0.1,307.6225,307.5875,307.6375,307.6225,"future","","","BNB",false,false,-0.005383340742836358,0.032143066844493653,0.03374722763626588,49705148.10425,49705148.10425
"BNB-0924",true,false,0.0025,0.1,0.1,307.0325,306.85,307.17,307.0325,"future","","","BNB",false,false,-0.005747917391902723,0.030552478770180917,0.03152192172014111,2469426.86375,2469426.86375
"BNB/BTC",true,false,1e-7,0.01,0.01,0.0086824,0.0086708,0.008684,0.0086824,"spot","BNB","BTC","",false,true,-0.0032946470594988004,0.005349575044579792,0.011168695044546673,3.564206192,126423.96526738806
"BNB/USD",true,false,0.001,0.01,0.01,307.8,307.71,307.8,307.8,"spot","BNB","USD","",false,true,-0.005055533287648207,0.03148060025602702,0.0335795836131632,17484030.07637,17484030.07637
"BNB/USDT",true,false,0.001,0.01,0.01,307.495,307.604,307.762,307.604,"spot","BNB","USDT","",false,true,-0.005451194671667367,0.031114031147551974,0.03305324386590633,6220955.93931,6220438.231356731
"BNT-PERP",true,false,0.0005,0.1,0.1,3.3925,3.392,3.3995,3.3925,"future","","","BNT",false,false,0.007423904974016332,0.042242703533026116,0.03984674329501916,209917.76275,209917.76275
"BNT/USD",true,false,0.0005,0.1,0.1,3.4015,3.3975,3.404,3.4015,"spot","BNT","USD","",false,true,0.008150563129816242,0.04356496395152631,0.04100994644223412,450064.8418,450064.8418
"BNTX-0924",true,false,0.01,0.01,0.01,224.25,223.29,224.69,224.25,"future","","","BNTX",true,false,0,0,0,0,0
"BNTX/USD",true,false,0.01,0.01,0.01,224.71,223.18,224.71,224.71,"spot","BNTX","USD","",true,true,0,0.0069456891916114,0.0070359415613516175,74.1543,74.1543
"BOLSONARO2022",true,false,0.001,0.1,0.1,0.448,0.446,0.457,0.448,"future","","","BOLSONARO",false,false,0,0.004484304932735426,0,599.3904,599.3904
"BRZ-PERP",true,false,0.00001,1,1,0.19582,0.19584,0.19614,0.19584,"future","","","BRZ",false,false,0,0.00005106469897359955,0.00005106469897359955,267.15249,267.15249
"BRZ/USD",true,false,0.00001,1,1,0.19589,0.19579,0.1958,0.1958,"spot","BRZ","USD","",false,true,0.00005107513151846366,0.00010215548064153642,0.00010215548064153642,20697.83866,20697.83866
"BRZ/USDT",true,false,0.00001,1,1,0.1958,0.1958,0.19607,0.1958,"spot","BRZ","USDT","",false,true,0,-0.0005104645227156713,-0.0016316540893330613,26028.30684,26026.140764304775
"BSV-PERP",true,false,0.01,0.01,0.01,150.98,150.96,151.1,150.98,"future","","","BSV",false,false,-0.017568974492451848,0.0329775588396278,0.026097594128041322,14526724.3627,14526724.3627
"BSV-0924",true,false,0.01,0.01,0.01,151.08,151.08,151.32,151.08,"future","","","BSV",false,false,-0.022831640902917016,0.034369437217581816,0.026288974933768087,584614.1903,584614.1903
"BTC-PERP",true,false,1,0.0001,0.001,35446,35446,35447,35446,"future","","","BTC",false,true,-0.0016054981269188519,0.026230457440648523,0.022765963585999943,1534288765.793,1534288765.793
"BTC-MOVE-0704",true,false,1,0.0001,0.0001,927,915,927,927,"future","","","BTC",false,false,-0.05311542390194075,-0.16561656165616562,-0.13847583643122677,216459.2285,216459.2285
"BTC-MOVE-0705",true,false,1,0.0001,0.0001,1049,1049,1055,1049,"future","","","BTC",false,false,0,-0.14646053702196907,-0.13305785123966943,254107.9014,254107.9014
"BTC-MOVE-WK-0709",true,false,1,0.0001,0.0001,3302,3137,3236,3236,"future","","","BTC",false,false,0.019533711405166982,0.01697045883092395,0.006531881804043546,102265.5435,102265.5435
"BTC-MOVE-WK-0716",true,false,1,0.0001,0.0001,3308,3293,3321,3308,"future","","","BTC",false,false,-0.0018105009052504525,0.01441275682306041,0.023831631073970908,24941.5473,24941.5473
"BTC-MOVE-WK-0723",true,false,1,0.0001,0.0001,3282,3388,3452,3388,"future","","","BTC",false,false,-0.0038224051749485444,0.005639655684179281,0.032297379646556976,20688.0525,20688.0525
"BTC-MOVE-WK-0730",true,false,1,0.0001,0.0001,3250,3354,3390,3354,"future","","","BTC",false,false,-0.0032689450222882616,0.0026905829596412557,0.032,20725.3607,20725.3607
"BTC-0924",true,false,1,0.0001,0.0001,36003,35994,36002,36002,"future","","","BTC",false,false,-0.002355418848892953,0.02716119828815977,0.022958458828209353,46099737.081,46099737.081
"BTC-MOVE-2021Q3",true,false,1,0.0001,0.0001,12184,12140,12332,12184,"future","","","BTC",false,false,-0.00935035368729165,0.0034590676988963927,0.006359957049640704,21357.7236,21357.7236
"BTC-1231",true,false,1,0.0001,0.0001,36613,36613,36624,36613,"future","","","BTC",false,false,-0.0036465561814569896,0.027127868484542444,0.021995812979762736,20058451.531,20058451.531
"BTC-MOVE-2021Q4",true,false,1,0.0001,0.0001,13904,13759,13911,13904,"future","","","BTC",false,false,0,0.00281283808150018,0.021977214259463432,97734.5049,97734.5049
"BTC/BRZ",true,false,5,0.0001,0.0001,181180,181050,181645,181180,"spot","BTC","BRZ","",false,true,0.00011039964672113049,0.027243090007087172,0.02593431483578709,2356145.4625,461333.2815575
"BTC/EUR",true,false,1,0.0001,0.0001,29986,29922,29953,29953,"spot","BTC","EUR","",false,true,-0.0014668133480014668,0.028429184549356223,0.025190813567443612,71441.3624,84658.014444
"BTC/TRYB",true,false,0.1,0.0001,0.0001,307530.5,306923.8,310937.4,307530.5,"spot","BTC","TRYB","",false,true,0,0.023186261984232185,0.021025392956187914,728249.01153,84083.6308712538
"BTC/USD",true,false,1,0.0001,0.0001,35466,35462,35463,35463,"spot","BTC","USD","",false,true,-0.0018295428957442017,0.026633471325594186,0.02325648498138904,343278133.1223,343278133.1223
"BTC/USDT",true,false,1,0.0001,0.0001,35447,35447,35458,35447,"spot","BTC","USDT","",false,true,-0.0021675486994707804,0.02622969804001042,0.02311955204063961,43149810.5111,43146219.58386926
"BTT-PERP",true,false,5e-8,1000,1000,0.002754,0.00275185,0.00275445,0.002754,"future","","","BTT",false,false,-0.0008888243936947885,0.02724780395009232,0.024191598951263504,2379333.59925,2379333.59925
"BYND-0924",true,false,0.01,0.01,0.01,152.51,151.34,153.22,152.51,"future","","","BYND",true,false,0,0,0,0,0
"BYND/USD",true,false,0.01,0.01,0.01,150.5,150.5,151.19,150.5,"spot","BYND","USD","",true,true,0,0,0,0,0
"CAD/USD",true,false,0.0001,1,1,0.8118,0.8115,0.8118,0.8118,"spot","CAD","USD","",false,true,0,-0.0001231678778174652,0,6034.1094,6034.1094
"CAKE-PERP",true,false,0.0025,0.1,0.1,14.1275,14.12,14.1275,14.1275,"future","","","CAKE",false,false,-0.0040535777229467745,0.03897775326346755,0.045706883789785345,4685960.3895,4685960.3895
"CEL-PERP",true,false,0.0005,0.1,0.1,6.9695,6.9645,6.967,6.967,"future","","","CEL",false,false,-0.00035870578951144273,0.03367952522255193,0.025237289382679714,397754.12295,397754.12295
"CEL-0924",true,false,0.0005,0.1,0.1,7.0115,6.9945,7.014,7.0115,"future","","","CEL",false,false,-0.0033404406538734897,0.03483137775809903,0.02770245511176255,1137372.4578,1137372.4578
"CEL/BTC",true,false,1e-8,0.1,0.1,0.00019525,0.00019594,0.00019675,0.00019594,"spot","CEL","BTC","",false,true,0.00353393085787452,0.004820512820512821,-0.0003061224489795918,14.01108426,496979.3368914858
"CEL/USD",true,false,0.0005,0.1,0.1,6.9645,6.964,6.9655,6.9645,"spot","CEL","USD","",false,true,0.0028799769601843186,0.03415249832949736,0.025397526501766785,3846104.188,3846104.188
"CGC-0924",true,false,0.0025,0.1,0.1,23.2275,23.185,23.5275,23.2275,"future","","","CGC",true,false,0,0,0,0,0
"CGC/USD",true,false,0.0025,0.1,0.1,23.4075,23.235,23.4075,23.4075,"spot","CGC","USD","",true,true,0,0,0,767.766,767.766
"CHZ-PERP",true,false,0.000001,10,10,0.244936,0.244927,0.244928,0.244928,"future","","","CHZ",false,false,-0.004843165935316106,0.01956050268701947,0.018449754876481865,4558985.18829,4558985.18829
"CHZ-0924",true,false,0.000001,10,10,0.247004,0.246528,0.247535,0.247004,"future","","","CHZ",false,false,-0.003827338245554601,0.02028137830759953,0.02014232200456785,53613.38822,53613.38822
"CHZ/USD",true,false,0.000001,10,10,0.245,0.245,0.245167,0.245,"spot","CHZ","USD","",false,true,-0.004938752964876368,0.020671726976562044,0.018783032480466394,115989.94783,115989.94783
"CHZ/USDT",true,false,0.000001,10,10,0.246313,0.244545,0.245184,0.245184,"spot","CHZ","USDT","",false,true,-0.0032036166718163043,0.019268423481286556,0.020031701259313806,89029.77972,89022.37066173171
"COIN/USD",true,false,0.0025,0.01,0.01,244.945,244.945,246.82,244.945,"spot","COIN","USD","",true,true,0,0.019128553448652472,0.019149755037082498,7394.2508,7394.2508
"COMP-PERP",true,false,0.01,0.0001,0.0001,447.39,447.31,447.71,447.39,"future","","","COMP",false,false,0.011988509127100817,0.20405307209946982,0.17452941639757422,28410996.072712,28410996.072712
"COMP-0924",true,false,0.01,0.0001,0.0001,452.02,450.45,451.83,451.83,"future","","","COMP",false,false,0.01432259512852172,0.20516924061774827,0.17529393403391946,427266.19746,427266.19746
"COMP/USD",true,false,0.01,0.0001,0.0001,448.71,448.25,448.65,448.65,"spot","COMP","USD","",false,true,0.012662513542795233,0.20656734079173839,0.17814658228512906,2868061.792185,2868061.792185
"COMP/USDT",true,false,0.01,0.0001,0.0001,449.17,447.85,448.83,448.83,"spot","COMP","USDT","",false,true,0.014190486950627048,0.20779849842576895,0.1785573615523987,1342410.76081,1342299.0453864853
"CONV-PERP",true,false,0.00001,10,10,0.0302,0.03019,0.03025,0.0302,"future","","","CONV",false,false,0.014103425117528543,0.048247136410968415,0.05705285264263213,17267.3557,17267.3557
"CONV/USD",true,false,0.00001,10,10,0.03018,0.03024,0.03029,0.03024,"spot","CONV","USD","",false,true,0.015105740181268883,0.051094890510948905,0.058823529411764705,70546.3191,70546.3191
"COPE/USD",true,false,0.00025,1,1,0.97225,0.97225,0.97525,0.97225,"spot","COPE","USD","",false,true,-0.0028205128205128207,-0.09071779284545242,-0.011689961880559084,779604.78875,779604.78875
"CQT/USD",true,false,0.0001,1,1,0.4454,0.4457,0.4465,0.4457,"spot","CQT","USD","",false,true,0.04111188974538659,0.10760437375745527,-0.02387209811651336,542920.0688,542920.0688
"CREAM-PERP",true,false,0.05,0.01,0.01,167.05,167,167.55,167.05,"future","","","CREAM",false,false,0.001498800959232614,0.020464263897373245,0.01797684338817794,1114139.979,1114139.979
"CREAM/USD",true,false,0.05,0.01,0.01,166.9,166.8,167.45,166.9,"spot","CREAM","USD","",false,true,0.0011997600479904018,0.01768292682926829,0.018303843807199512,60458.668,60458.668
"CREAM/USDT",true,false,0.05,0.01,0.01,167.25,166.7,167.45,167.25,"spot","CREAM","USDT","",false,true,0.0039015606242496998,0.020128087831655993,0.018885166006701187,38639.3185,38636.10293591443
"CRO-PERP",true,false,0.000025,10,10,0.123725,0.123625,0.123975,0.123725,"future","","","CRO",false,false,0.005077173030056864,0.0534269902085994,0.04674280879864636,812876.42225,812876.42225
"CRO/USD",true,false,0.000025,10,10,0.12415,0.1238,0.12455,0.12415,"spot","CRO","USD","",false,true,0.007302231237322515,0.053904923599320885,0.04723745255166596,43592.8335,43592.8335
"CRON-0924",true,false,0.001,0.1,0.1,8.355,8.276,8.387,8.355,"future","","","CRON",true,false,0,0,0,0,0
"CRON/USD",true,false,0.001,0.1,0.1,8.355,8.337,8.354,8.354,"spot","CRON","USD","",true,true,0.00011971746677840296,0,0,0,0
"CRV-PERP",true,false,0.00005,1,1,1.86875,1.86715,1.86875,1.86875,"future","","","CRV",false,false,-0.0009088721965302467,0.059472177339342916,0.06688170815254624,4808657.807,4808657.807
"CRV/USD",true,false,0.00005,1,1,1.86535,1.8675,1.87175,1.8675,"spot","CRV","USD","",false,true,-0.0009629272989889263,0.05768413898564268,0.0638903922294699,160649.64705,160649.64705
"CUSDT-PERP",true,false,0.0000025,1,1,0.0212075,0.021205,0.021215,0.0212075,"future","","","CUSDT",false,false,0,0.0001178967224711153,0.0001178967224711153,12022.716775,12022.716775
"CUSDT/USD",true,false,0.0000025,1,1,0.02115,0.02121,0.02126,0.02121,"spot","CUSDT","USD","",false,true,0,0.0004716981132075472,0.00011788282447247436,11816.14061,11816.14061
"CUSDT/USDT",true,false,0.0000025,1,1,0.02119,0.0212,0.0212725,0.0212,"spot","CUSDT","USDT","",false,true,0,0.00023590469450342062,0.00011793843613633684,0,0
"DAI/USD",true,false,0.0001,0.1,0.1,1.0007,1.0006,1.0007,1.0007,"spot","DAI","USD","",false,true,0,0,0,543318.89178,543318.89178
"DAI/USDT",true,false,0.0001,0.1,0.1,1.0008,1.0005,1.0008,1.0008,"spot","DAI","USDT","",false,true,0,0.0001998800719568259,0.0001998800719568259,82186.04419,82179.2046674025
"DASH-PERP",true,false,0.025,0.01,0.01,140.15,140.075,140.275,140.15,"future","","","DASH",false,false,-0.004969826056088037,0.009908124662223024,0.009544390419593013,2182073.46675,2182073.46675
"DAWN-PERP",true,false,0.0005,0.1,0.1,2.362,2.3345,2.362,2.362,"future","","","DAWN",false,false,0.01810344827586207,0.0986046511627907,0.038926764899934026,146322.582,146322.582
"DAWN/USD",true,false,0.0005,0.1,0.1,2.378,2.3465,2.3785,2.378,"spot","DAWN","USD","",false,true,0.004647232784114913,0.10169098911280983,0.03346371142981312,39829.4557,39829.4557
"DEFI-PERP",true,false,0.1,0.001,0.001,7625,7620,7626.8,7625,"future","","","DEFI",false,false,0.007172388286420014,0.07284060050933547,0.06800196092163317,6076627.7435,6076627.7435
"DEFI-0924",true,false,0.1,0.001,0.001,7419.1,7379.3,7392.3,7392.3,"future","","","DEFI",false,false,0.008568115151101712,0.06883837945692721,0.06224942880544898,445064.0819,445064.0819
"DENT-PERP",true,false,0.000001,100,100,0.002542,0.00253,0.002539,0.002539,"future","","","DENT",false,false,0.008339952343129467,0.035481239804241435,0.03759705762157744,208801.172,208801.172
