name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,quoteCurrency,underlying,restricted,highLeverageFeeExempt,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h
"OKBBEAR/USD",true,false,1e-8,1000,1000,0.00003329,0.00003378,0.00003406,0.00003378,"spot","OKBBEAR","USD","",false,true,-0.0014779781259237363,-0.034581308945412975,-0.032091690544412604,15.41761,15.41761
"OKBBULL/USD",true,false,0.0025,0.01,0.01,10.8575,10.69,10.785,10.785,"spot","OKBBULL","USD","",false,true,-0.007363092498849517,0.03901734104046243,0.03279865932487431,348.38255,348.38255
"OKBHALF/USD",true,false,0.5,0.00001,0.00001,12209,12421.5,12461,12421.5,"spot","OKBHALF","USD","",false,true,-0.0012864321608040202,0.004406889302175143,0.005341750637367974,0,0
"OKBHEDGE/USD",true,false,0.01,0.001,0.001,82.38,79.94,80.37,80.37,"spot","OKBHEDGE","USD","",false,true,0.002869977539306214,-0.011925252028522253,-0.01083076923076923,0,0
"PAXGBEAR/USD",true,false,2.5,0.00001,0.00001,6235,6167.5,6297.5,6235,"spot","PAXGBEAR","USD","",false,true,0,0,0,0,0
"PAXGBULL/USD",true,false,1,0.00001,0.00001,5240,5227,5240,5240,"spot","PAXGBULL","USD","",false,true,0,0.0074985579696212265,0.007692307692307693,39.5096,39.5096
"PAXGHALF/USD",true,false,0.25,0.00001,0.00001,5686.25,5652.75,5681.75,5681.75,"spot","PAXGHALF","USD","",false,true,0,-0.0001759711407329198,-0.0007035131688871301,0,0
"PAXGHEDGE/USD",true,false,0.5,0.00001,0.00001,5294.5,5454,5500.5,5454,"spot","PAXGHEDGE","USD","",false,true,-0.00036656891495601173,-0.00045816915605241456,-0.00018331805682859762,0,0
"PRIVBEAR/USD",true,false,0.000025,1,1,0.06915,0.0636,0.0645,0.0645,"spot","PRIVBEAR","USD","",false,true,-0.012629161882893225,-0.06724511930585683,-0.02235695339143615,0,0
"PRIVBULL/USD",true,false,0.025,0.001,0.001,97.85,102.425,103.85,102.425,"spot","PRIVBULL","USD","",false,true,0.012605042016806723,0.04782608695652174,0.01662531017369727,2006.8987,2006.8987
"PRIVHALF/USD",true,false,1,0.00001,0.00001,14530,15891,15943,15891,"spot","PRIVHALF","USD","",false,true,0.0015756964578343628,0.01055643879173291,0.0030297292179511455,0,0
"PRIVHEDGE/USD",true,false,0.05,0.0001,0.0001,358.1,348.3,350.1,350.1,"spot","PRIVHEDGE","USD","",false,true,-0.0035577059911768892,-0.02234012845573862,-0.00596252129471891,0,0
"SUSHIBEAR/USD",true,false,1e-8,100000,100000,6.2e-7,6.1e-7,6.3e-7,6.2e-7,"spot","SUSHIBEAR","USD","",false,true,-0.08823529411764706,-0.18421052631578946,-0.19480519480519481,1274.538,1274.538
"SUSHIBULL/USD",true,false,1e-7,100,100,0.0004663,0.0004643,0.0004667,0.0004663,"spot","SUSHIBULL","USD","",false,true,0.046219430109939424,0.16255297930690601,0.18020754239433054,89030.23718,89030.23718
"SXPBEAR/USD",true,false,1e-8,100000,100000,7.8e-7,7.8e-7,8.1e-7,7.8e-7,"spot","SXPBEAR","USD","",false,true,-0.012658227848101266,-0.15217391304347827,-0.15217391304347827,309.538,309.538
"SXPBULL/USD",true,false,0.000005,10,10,0.0133,0.013265,0.013325,0.0133,"spot","SXPBULL","USD","",false,true,-0.0041183077499064025,0.13191489361702127,0.12283663993246095,41948.9818,41948.9818
"SXPHALF/USD",true,false,0.5,0.00001,0.00001,14206.5,13361,13398.5,13398.5,"spot","SXPHALF","USD","",false,true,-0.0015276846262761755,0.020682562657118916,0.02002207757603441,0,0
"SXPHALF/USDT",true,false,0.5,0.00001,0.00001,14225.5,13354.5,13395.5,13395.5,"spot","SXPHALF","USDT","",false,true,-0.0015280262373285629,0.02049289604997524,0.019948985418966763,0,0
"SXPHEDGE/USD",true,false,0.25,0.0001,0.0001,73.75,69.75,70.25,70.25,"spot","SXPHEDGE","USD","",false,true,0.0035714285714285713,-0.04421768707482993,-0.040955631399317405,0,0
"THETABEAR/USD",true,false,1e-8,1000000,1000000,2e-7,2e-7,2.2e-7,2e-7,"spot","THETABEAR","USD","",false,true,0,-0.09090909090909091,-0.13043478260869565,26.92,26.92
"THETABULL/USD",true,false,0.1,0.0001,0.0001,539.6,533.2,543.9,539.6,"spot","THETABULL","USD","",false,true,0.021002838221381267,0.03134556574923547,0.056382145653876274,33399.73165,33399.73165
"THETAHALF/USD",true,false,1,0.00001,0.00001,31030,31655,31803,31655,"spot","THETAHALF","USD","",false,true,0.0008536739597824713,0.003932637721607307,0.008217345606268115,0,0
"THETAHEDGE/USD",true,false,0.0025,0.01,0.01,24.8975,23.5675,23.715,23.715,"spot","THETAHEDGE","USD","",false,true,-0.0033620508510191216,-0.009812108559498956,-0.018114066866783976,0,0
"TOMOBEAR2021/USD",true,false,0.1,0.0001,0.0001,366.3,362.4,367.1,366.3,"spot","TOMOBEAR2021","USD","",false,true,-0.03858267716535433,-0.24380677126341865,-0.23544145272385722,5287.00078,5287.00078
"TOMOBULL/USD",true,false,2.5e-7,100,100,0.00106075,0.00104875,0.00106375,0.00106075,"spot","TOMOBULL","USD","",false,true,0.04173827645470169,0.2508844339622642,0.255696951760876,14169.75639,14169.75639
"TOMOHALF/USD",true,false,1,0.00001,0.00001,14059,16328,16405,16328,"spot","TOMOHALF","USD","",false,true,0.00579031661944068,0.04212407454684708,0.04019876409505001,0,0
"TOMOHEDGE/USD",true,false,0.0025,0.01,0.01,31.275,20.8425,21,21,"spot","TOMOHEDGE","USD","",false,true,-0.013621418506341005,-0.08436886854153042,-0.08015768725361366,0,0
"TRXBEAR/USD",true,false,1e-8,10000,10000,0.00000313,0.00000317,0.0000032,0.00000317,"spot","TRXBEAR","USD","",false,true,0.012779552715654952,-0.0364741641337386,-0.045180722891566265,893.0019,893.0019
"TRXBULL/USD",true,false,0.0001,1,1,0.2941,0.2865,0.2876,0.2876,"spot","TRXBULL","USD","",false,true,-0.01943402659393113,0.03378864126527678,0.038267148014440436,30025.0212,30025.0212
"TRXHALF/USD",true,false,1,0.00001,0.00001,17379,17267,17296,17296,"spot","TRXHALF","USD","",false,true,-0.004030864908441783,0.0053475935828877,0.0055229347130980756,0,0
"TRXHEDGE/USD",true,false,0.01,0.001,0.001,100.49,101.44,101.62,101.44,"spot","TRXHEDGE","USD","",false,true,0.009453676982784357,-0.011691348402182385,-0.01043800604819042,0,0
"TRYBBEAR/USD",true,false,1,0.00001,0.00001,5175,4919,5152,5152,"spot","TRYBBEAR","USD","",false,true,0,-0.0044444444444444444,-0.0044444444444444444,0,0
"TRYBBULL/USD",true,false,2.5,0.00001,0.00001,6100,6030,6300,6100,"spot","TRYBBULL","USD","",false,true,0,0,0,0,0
"TRYBHALF/USD",true,false,0.5,0.00001,0.00001,6352,6561,6616,6561,"spot","TRYBHALF","USD","",false,true,0,0.003517895380850413,0.0030576364470264487,0,0
"TRYBHEDGE/USD",true,false,0.5,0.00001,0.00001,5179,5065.5,5146,5146,"spot","TRYBHEDGE","USD","",false,true,0.00038880248833592535,-0.00637188646456845,-0.006179992275009656,0,0
"UNISWAPBEAR/USD",true,false,0.00005,1,1,0.1398,0.1327,0.13855,0.13855,"spot","UNISWAPBEAR","USD","",false,true,-0.03884842178286507,-0.190239625949737,-0.13216410898841216,300.51225,300.51225
"UNISWAPBULL/USD",true,false,0.25,0.0001,0.0001,676.5,667,679.25,676.5,"spot","UNISWAPBULL","USD","",false,true,0.050058207217694994,0.2005323868677906,0.12891113892365458,6466.431725,6466.431725
"USDTBEAR/USD",true,false,1,0.00001,0.00001,3782,3741,3780,3780,"spot","USDTBEAR","USD","",false,true,0.0005293806246691371,-0.0005288207297726071,-0.0005288207297726071,0,0
"USDTBULL/USD",true,false,2.5,0.00001,0.00001,9107.5,9100,9130,9107.5,"spot","USDTBULL","USD","",false,true,0,0,0,0,0
"USDTHALF/USD",true,false,0.25,0.00001,0.00001,6170.75,6168.25,6179.75,6170.75,"spot","USDTHALF","USD","",false,true,0,0,0,0,0
"USDTHEDGE/USD",true,false,0.5,0.00001,0.00001,4578,4566,4583,4578,"spot","USDTHEDGE","USD","",false,true,0,0,0,0,0
"VETBEAR/USD",true,false,1e-8,1000,1000,0.00009367,0.00009295,0.00009426,0.00009367,"spot","VETBEAR","USD","",false,true,0,-0.0014923782112781154,-0.060198655563359085,4612.01108,4612.01108
"VETBEAR/USDT",true,false,1e-8,1000,1000,0.00009338,0.00009295,0.00009428,0.00009338,"spot","VETBEAR","USDT","",false,true,0,-0.014667088741162815,-0.04743445883913088,245.53704,245.5166064075312
"VETBULL/USD",true,false,0.001,0.1,0.1,2.602,2.597,2.616,2.602,"spot","VETBULL","USD","",false,true,-0.0007680491551459293,0.005798221878623889,0.05386796273795059,99552.4799,99552.4799
"VETBULL/USDT",true,false,0.001,0.1,0.1,2.686,2.597,2.615,2.615,"spot","VETBULL","USDT","",false,true,0.006543494996150885,0.013565891472868217,0.061713357693869264,5707.0058,5706.530862977324
"VETHEDGE/USD",true,false,0.5,0.00001,0.00001,115.5,114.5,115.5,115.5,"spot","VETHEDGE","USD","",false,true,0,-0.004310344827586207,-0.01282051282051282,66.32969,66.32969
"XAUTBEAR/USD",true,false,1,0.00001,0.00001,3819,3517,3593,3593,"spot","XAUTBEAR","USD","",false,true,-0.002498611882287618,0.0025111607142857145,-0.0011120378092855157,0,0
"XAUTBULL/USD",true,false,2.5,0.00001,0.00001,6132.5,6022.5,6130,6130,"spot","XAUTBULL","USD","",false,true,0,0,0,0,0
"XAUTHALF/USD",true,false,0.25,0.00001,0.00001,6158.25,6093,6140.75,6140.75,"spot","XAUTHALF","USD","",false,true,0.0006110477431970017,-0.0004476275738585497,-0.0011792452830188679,0,0
"XAUTHEDGE/USD",true,false,0.5,0.00001,0.00001,4908,4913,4970.5,4913,"spot","XAUTHEDGE","USD","",false,true,-0.0007118885385945286,0.0006109979633401223,0.0010187449062754685,0,0
"XLMBEAR/USD",true,false,0.00025,0.1,0.1,0.51075,0.5155,0.5195,0.5155,"spot","XLMBEAR","USD","",false,true,0.00930004894762604,-0.05282498851630684,-0.07200720072007201,35360.9196,35360.9196
"XLMBULL/USD",true,false,0.001,0.1,0.1,2.767,2.75,2.762,2.762,"spot","XLMBULL","USD","",false,true,-0.007545813869924541,0.05058957778623051,0.069713400464756,5792.5845,5792.5845
"XRPBEAR/USD",true,false,1e-8,10000,10000,0.00000319,0.0000032,0.00000325,0.0000032,"spot","XRPBEAR","USD","",false,true,-0.009287925696594427,-0.10614525139664804,-0.10614525139664804,20852.5559,20852.5559
"XRPBEAR/USDT",true,false,1e-8,10000,10000,0.00000323,0.0000032,0.00000325,0.00000323,"spot","XRPBEAR","USDT","",false,true,0.009375,-0.10277777777777777,-0.08757062146892655,194.3749,194.358724120822
"XRPBULL/USD",true,false,0.0000025,10,10,0.00859,0.00853,0.0085675,0.0085675,"spot","XRPBULL","USD","",false,true,-0.001456876456876457,0.0969910371318822,0.09769378603459321,80991.924175,80991.924175
"XRPBULL/USDT",true,false,0.0000025,10,10,0.00856,0.008525,0.0085875,0.00856,"spot","XRPBULL","USDT","",false,true,-0.004072134962187318,0.09603072983354674,0.09462915601023018,38733.8001,38730.57667315568
"XRPHALF/USD",true,false,1,0.00001,0.00001,14729,14870,14906,14870,"spot","XRPHALF","USD","",false,true,-0.0010748354158269515,0.013840594531942457,0.013702365532756153,0,0
"XRPHEDGE/USD",true,false,0.01,0.001,0.001,101.09,95.38,95.46,95.46,"spot","XRPHEDGE","USD","",false,true,0.0014687368862778011,-0.03272874658020063,-0.03233654333502281,0,0
"XTZBEAR/USD",true,false,1e-7,1000,1000,0.0002515,0.0002492,0.0002521,0.0002515,"spot","XTZBEAR","USD","",false,true,0.009634684865515858,-0.0979196556671449,-0.07536764705882353,74293.3332,74293.3332
"XTZBEAR/USDT",true,false,1e-7,1000,1000,0.0002523,0.0002491,0.0002523,0.0002523,"spot","XTZBEAR","USDT","",false,true,0.01570048309178744,-0.0940754039497307,-0.0724264705882353,55675.9576,55671.32424680853
"XTZBULL/USD",true,false,0.00005,1,1,0.19535,0.1944,0.19585,0.19535,"spot","XTZBULL","USD","",false,true,-0.005092946269416858,0.10429621254946297,0.06894664842681258,6273.23195,6273.23195
"XTZBULL/USDT",true,false,0.00005,1,1,0.194,0.19395,0.19635,0.194,"spot","XTZBULL","USDT","",false,true,-0.007164790174002047,0.09728506787330317,0.05895196506550218,99934.20095,99925.88442579695
"XTZHALF/USD",true,false,0.5,0.00001,0.00001,7642.5,7671,7689,7671,"spot","XTZHALF","USD","",false,true,-0.0006513809275664409,0.017576440936525835,0.01260642861857303,3992.212725,3992.212725
"XTZHEDGE/USD",true,false,0.025,0.001,0.001,211.6,211.55,212.45,211.6,"spot","XTZHEDGE","USD","",false,true,0,-0.03522170295223983,-0.028243398392652126,11997.4152,11997.4152
"ZECBEAR/USD",true,false,0.001,0.01,0.01,4.748,4.843,4.903,4.843,"spot","ZECBEAR","USD","",false,true,-0.1166438668490652,-0.1477342718873735,-0.17810776410691556,612.368195,612.368195
"ZECBULL/USD",true,false,0.00025,0.1,0.1,1.006,0.9845,0.99625,0.99625,"spot","ZECBULL","USD","",false,true,0.09538207806487081,0.12064116985376828,0.17482311320754718,4529.399125,4529.399125
